,term,weight,occurrences,documents_in,sentences_in
5808,new africa,0.00018879443120135486,1,doc4.txt,"In many ways, he embodied the new Africa of the early Sixties, a man who had obtained the knowledge of the Western world, and sought to bring it back home, where he hoped he could help create a new nation."
5809,new army,0.0002739541300391534,1,doc1.txt,"Let's recruit a new army of teachers, and give them better pay and more support in exchange for more accountability."
5810,new birth,0.00025709282748799463,1,doc1.txt,"Together, starting today, let us finish the work that needs to be done, and usher in a new birth of freedom on this Earth."
5811,new book,0.00022958438375622153,1,doc3.txt,"A while ago, I was reading through Jonathan Kozol's new book, Shame of a Nation, which tells of his travels to underprivileged schools across America."
5812,new business,0.00015846355932028927,1,doc2.txt,"We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work."
5813,new car,0.0003120518715015478,1,doc2.txt,"She's the one who put off buying a new car or a new dress for herself so that I could have a better life. 
        
        I'll make it easier for the American people to afford these new cars."
5814,new cars,0.00033142244663896133,1,doc2.txt,I'll make it easier for the American people to afford these new cars.
5815,new century,0.00024689693553841424,1,doc5.txt,"And so going forward, I believe there are strategic lessons to be learned from this as we continue to confront the new threats of this new century."
5816,new chapter,0.00036675303547371006,1,doc3.txt,Our time to write a new chapter in the American story.
5817,new dangers,0.00029804570324154874,1,doc3.txt,And with this new world comes new risks and new dangers.
5818,new dress,0.0003120518715015478,1,doc2.txt,She's the one who put off buying a new car or a new dress for herself so that I could have a better life.
5819,new generation,0.0005831683358659082,2,"doc5.txt, doc1.txt","And a report by our own intelligence agencies has concluded that al Qaeda is successfully using the war in Iraq to recruit a new generation of terrorists for its war on America. 
        
        Each and every time, a new generation has risen up and done what's needed to be done."
5820,new ideas,0.0004086673675131793,2,"doc5.txt, doc2.txt","What is absolutely clear is that it is not enough for the President to respond to Iraq’s reality by saying that he is “open to” or “interested in” new ideas while acting as if all that’s required is doing more of the same. 
        
        Change happens because the American people demand it - because they rise up and insist on new ideas and new leadership, a new politics for a new time."
5821,new industries,0.00016066903926056678,1,doc2.txt,"And I'll invest 150 billion dollars over the next decade in affordable, renewable sources of energy - wind power and solar power and the next generation of biofuels; an investment that will lead to new industries and five million new jobs that pay well and can't ever be outsourced."
5822,new jobs,0.0003321835461255611,2,doc2.txt,"We measure progress in the 23 million new jobs that were created when Bill Clinton was President - when the average American family saw its income go up $7,500 instead of down $2,000 like it has under George Bush. 
        
        And I'll invest 150 billion dollars over the next decade in affordable, renewable sources of energy - wind power and solar power and the next generation of biofuels; an investment that will lead to new industries and five million new jobs that pay well and can't ever be outsourced."
5823,new leadership,0.00020663266171464474,1,doc2.txt,"Change happens because the American people demand it - because they rise up and insist on new ideas and new leadership, a new politics for a new time."
5824,new nation,0.00018879443120135486,1,doc4.txt,"In many ways, he embodied the new Africa of the early Sixties, a man who had obtained the knowledge of the Western world, and sought to bring it back home, where he hoped he could help create a new nation."
5825,new partnerships,0.000221229264551098,1,doc2.txt,I will build new partnerships to defeat the threats of the 21st century: terrorism and nuclear proliferation; poverty and genocide; climate change and disease.
5826,new politics,0.00020663266171464474,1,doc2.txt,"Change happens because the American people demand it - because they rise up and insist on new ideas and new leadership, a new politics for a new time."
5827,new problem,0.0005724422414166922,1,doc4.txt,Corruption is not a new problem.
5828,new risks,0.00029804570324154874,1,doc3.txt,And with this new world comes new risks and new dangers.
5829,new roads,0.00017003820760888184,1,doc2.txt,"Ours is a promise that says government cannot solve all our problems, but what it should do is that which we cannot do for ourselves - protect us from harm and provide every child a decent education; keep our water clean and our toys safe; invest in new schools and new roads and new science and technology."
5830,new schools,0.00017003820760888184,1,doc2.txt,"Ours is a promise that says government cannot solve all our problems, but what it should do is that which we cannot do for ourselves - protect us from harm and provide every child a decent education; keep our water clean and our toys safe; invest in new schools and new roads and new science and technology."
5831,new science,0.00017003820760888184,1,doc2.txt,"Ours is a promise that says government cannot solve all our problems, but what it should do is that which we cannot do for ourselves - protect us from harm and provide every child a decent education; keep our water clean and our toys safe; invest in new schools and new roads and new science and technology."
5832,new set,0.00021841352752300337,1,doc4.txt,"Endemic corruption opens the door to this kind of movement, and in its wake comes a new set of distortions and betrayals of public trust."
5833,new teachers,0.00028530416456746085,1,doc2.txt,"I'll recruit an army of new teachers, and pay them higher salaries and give them more support."
5834,new threats,0.00024689693553841424,1,doc5.txt,"And so going forward, I believe there are strategic lessons to be learned from this as we continue to confront the new threats of this new century."
5835,new time,0.00020663266171464474,1,doc2.txt,"Change happens because the American people demand it - because they rise up and insist on new ideas and new leadership, a new politics for a new time."
5836,new world,0.00029804570324154874,1,doc3.txt,And with this new world comes new risks and new dangers.
5837,new york,0.0003753735378501217,1,doc5.txt,and I’m quoting from a New York Times article here ?
5838,news,0.001029611989964519,3,"doc4.txt, doc2.txt","The good news is that there are already signs of progress here. 
        
        This country is more generous than one where a man in Indiana has to pack up the equipment he's worked on for twenty years and watch it shipped off to China, and then chokes up as he explains how he felt like a failure when he went home to tell his family the news. 
        
        So I've got news for you, John McCain."
5839,news john,0.00047315298539352775,1,,
5840,news signs,0.0004875800409313468,1,,
5841,newt,0.0006554082546273652,2,doc3.txt,"You know, you probably never thought you'd hear this at a Take Back America conference, but Newt Gingrich made a great point a few weeks ago. 
        
        I don't know about you, but I think old Newt is onto something here."
5842,newt gingrich,0.00026868782728448087,1,doc3.txt,"You know, you probably never thought you'd hear this at a Take Back America conference, but Newt Gingrich made a great point a few weeks ago."
5843,nice,0.0003131144783641015,1,doc3.txt,"And the second thing people would ask me was, ""You seem like a nice young man."
5844,nice young,0.0003131144783641015,1,doc3.txt,"And the second thing people would ask me was, ""You seem like a nice young man."
5845,night,0.0011033600537380577,6,"doc5.txt, doc3.txt, doc2.txt","cannot be built overnight, and they cannot be built at the end of a barrel of a gun. 
        
        We had held a large rally the night before in the Southside of Chicago, which is where I live. 
        
        We are here tonight because we believe that in this country, we have it within our power to say ""yes"" to those questions - to forge our own destiny - to begin the world anew. 
        
        To President Clinton, who last night made the case for change as only he can make it; to Ted Kennedy, who embodies the spirit of service; and to the next Vice President of the United States, Joe Biden, I thank you."
5846,night case,0.00019294558180020337,1,,
5847,night promise,0.00015307829431385108,1,,
5848,night shift,0.000152886105259444,1,doc2.txt,"In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships."
5849,night southside,0.0003160653539901697,1,,
5850,ninety,0.0004675571432108095,2,doc2.txt,"But the record's clear: John McCain has voted with George Bush ninety percent of the time. 
        
        Senator McCain likes to talk about judgment, but really, what does it say about your judgment when you think George Bush has been right more than ninety percent of the time?"
5851,ninety percent,0.0004675571432108095,2,doc2.txt,"But the record's clear: John McCain has voted with George Bush ninety percent of the time. 
        
        Senator McCain likes to talk about judgment, but really, what does it say about your judgment when you think George Bush has been right more than ninety percent of the time?"
5852,njau,0.0002069470574322143,1,doc4.txt,"But there are so many others, some of whom I'm meeting during my visit here - Betty Murungi, Ken Njau, Jane Onyango, Maina Kiai, Milly Odhiombo, and Hussein Khalid."
5853,njau jane,0.0002069470574322143,1,,
5854,nkrumah,0.00013270995759906103,1,doc4.txt,"The history of Africa is a history of ancient kingdoms and great traditions; the story of people fighting to be free from colonial rule; the heroism of not only of great men like Nkrumah and Kenyatta and Mandela, but also ordinary people who endured great hardship, from Ghana to South Africa, to secure self-determination in the face of great odds."
5855,nkrumah kenyatta,0.00013270995759906103,1,,
5856,nomination,0.00019316353314962622,1,doc2.txt,"To Chairman Dean and my great friend Dick Durbin; and to all my fellow citizens of this great nation;
With profound gratitude and great humility, I accept your nomination for the presidency of the United States."
5857,nomination presidency,0.00019316353314962622,1,,
5858,nominee,0.00024626933774628235,1,doc2.txt,"The Republican nominee, John McCain, has worn the uniform of our country with bravery and distinction, and for that we owe him our gratitude and respect."
5859,nominee john,0.00024626933774628235,1,,
5860,non,0.0008675662654400953,4,"doc6.txt, doc4.txt","This is a city of two and a half million, and in a non-descript building right in the middle of town stood this facility that once operated on the fringes of the Soviet biological weapons program. 
        
        The answers to these questions will require sustained involvement by the Executive Branch, Congress, non-governmental organizations, and the international community. 
        
        We need to be sure that Nunn-Lugar is increasingly focused on these very real non-proliferation and bioterrorism threats. 
        
        Right now, there are forces within the former Soviet Union and elsewhere that want these non-proliferation programs to stop."
5861,non descript,0.00020294010660299851,1,,
5862,non governmental,0.00023561544271333618,1,,
5863,non proliferation,0.0005249648509993595,2,,
5864,north,0.0009769223878112754,4,"doc5.txt, doc1.txt","in North Korea, in Iran, and in Afghanistan. 
        
        Drawing down our troops in Iraq will allow us to redeploy additional troops to Northern Iraq and elsewhere in the region as an over-the-horizon force. 
        
        This force could help prevent the conflict in Iraq from becoming a wider war, consolidate gains in Northern Iraq, reassure allies in the Gulf, allow our troops to strike directly at al Qaeda wherever it may exist, and demonstrate to international terrorist organizations that they have not driven us from the region. 
        
        The Chairman of the Joint Chiefs recently said that if a conflict arose in North Korea, we’d have to largely rely on the Navy and Air Force to take care of it, since the Army and Marines are engaged elsewhere."
5865,north korea,0.0006055913696380319,2,doc5.txt,"in North Korea, in Iran, and in Afghanistan. 
        
        The Chairman of the Joint Chiefs recently said that if a conflict arose in North Korea, we’d have to largely rely on the Navy and Air Force to take care of it, since the Army and Marines are engaged elsewhere."
5866,north south,0.00045137785978097383,2,,
5867,northern,0.0003762566608744053,2,doc5.txt,"Drawing down our troops in Iraq will allow us to redeploy additional troops to Northern Iraq and elsewhere in the region as an over-the-horizon force. 
        
        This force could help prevent the conflict in Iraq from becoming a wider war, consolidate gains in Northern Iraq, reassure allies in the Gulf, allow our troops to strike directly at al Qaeda wherever it may exist, and demonstrate to international terrorist organizations that they have not driven us from the region."
5868,northern iraq,0.0003762566608744053,2,doc5.txt,"Drawing down our troops in Iraq will allow us to redeploy additional troops to Northern Iraq and elsewhere in the region as an over-the-horizon force. 
        
        This force could help prevent the conflict in Iraq from becoming a wider war, consolidate gains in Northern Iraq, reassure allies in the Gulf, allow our troops to strike directly at al Qaeda wherever it may exist, and demonstrate to international terrorist organizations that they have not driven us from the region."
5869,notch,0.0001865764237389106,1,doc3.txt,"That in a global economy that's more connected and more competitive - we are the party that will guarantee every American an affordable, world-class, top-notch, life-long education - from early childhood to high school, from college to on-the-job training."
5870,notch life,0.0001865764237389106,1,,
5871,notice,0.0006249771132758603,3,doc3.txt,"That if you give a speech where you rattle off statistics about the stock market being up and orders for durable goods being on the rise, no one will notice the single mom whose two jobs won't pay the bills or the student who can't afford his college dreams. 
        
        That if you say the words ""plan for victory"" and point to the number of schools painted and roads paved and cell phones used in Iraq, no one will notice the nearly 2,500 flag-draped coffins that have arrived at Dover Air Force base. 
        
        Well it's time we finally said we notice, and we care, and we're not gonna settle anymore."
5872,notice care,0.00034123353650597607,1,,
5873,notice nearly,0.00016269258251993215,1,,
5874,notice single,0.00018813641482865614,1,,
5875,notion,0.00034055557277887845,2,doc5.txt,"The notion that Iraq would quickly and easily become a bulwark of flourishing democracy in the Middle East was not a plan for victory, but an ideological fantasy. 
        
        “rejected the notion of an American ‘timeline’ for action on urgent Iraqi political issues; ordered American commanders to lift checkpoints they had set up around the Shiite district of Sadr City to hunt for a kidnapped American soldier and a fugitive Shiite death squad leader; and blamed the Americans for the deteriorating security situation in Iraq.”
This is now the reality of Iraq."
5876,notion american,0.0001304166936502225,1,,
5877,notion iraq,0.0002306104260543126,1,,
5878,november,0.0004339120812072047,1,doc2.txt,"On November 4th, we must stand up and say: ""Eight is enough."""
5879,november 4th,0.0004339120812072047,1,doc2.txt,"On November 4th, we must stand up and say: ""Eight is enough."""
5880,nuclear,0.0020954477515603438,13,"doc6.txt, doc5.txt, doc2.txt","Right now, rogue states and despotic regimes are looking to begin or accelerate their own nuclear programs. 
        
        And that is why the nuclear, chemical, and biological weapons within the borders of the former Soviet Union represent the greatest threat to the security of the United States - a threat we need to think seriously and intelligently about in the months to come. 
        
        Fortunately, the success of Cooperative Threat Reduction - especially in securing nuclear weapons - serves as a model of how we can do this. 
        
        Many of these aging research facilities have the largest, least secure quantities of highly enriched uranium in the world - the quickest way to a nuclear weapon."
5881,nuclear ambitions,0.0002428429472280287,1,doc5.txt,"We know these countries want us to fail, and we should remain steadfast in our opposition to their support of terrorism and Iran’s nuclear ambitions."
5882,nuclear biological,0.00019496897604139965,1,,
5883,nuclear chemical,0.00019206814643282725,1,,
5884,nuclear power,0.00021810844531225263,1,doc2.txt,"As President, I will tap our natural gas reserves, invest in clean coal technology, and find ways to safely harness nuclear power."
5885,nuclear programs,0.00026848526349053874,1,doc6.txt,"Right now, rogue states and despotic regimes are looking to begin or accelerate their own nuclear programs."
5886,nuclear proliferation,0.0003918860581588816,2,"doc5.txt, doc2.txt","Rather, the question is what strategies, imperfect though they may be, are most likely to achieve the best outcome in Iraq, one that will ultimately put us on a more effective course to deal with international terrorism, nuclear proliferation, and other critical threats to our security. 
        
        I will build new partnerships to defeat the threats of the 21st century: terrorism and nuclear proliferation; poverty and genocide; climate change and disease."
5887,nuclear weapon,0.0002176405684754497,1,"doc6.txt, doc5.txt, doc2.txt","Fortunately, the success of Cooperative Threat Reduction - especially in securing nuclear weapons - serves as a model of how we can do this. 
        
        Many of these aging research facilities have the largest, least secure quantities of highly enriched uranium in the world - the quickest way to a nuclear weapon. 
        
        In a way that balances the needs of science and security, more needs to be done to bring these materials - as well as other sources that can be used to construct improvised nuclear weapons and radiological devices -- under control and dramatically reduce the proliferation threat they pose. 
        
        And on a trip to the former Soviet Union, I have seen the biological and nuclear weapons terrorists could easily steal while the world looks the other way."
5888,nuclear weapons,0.0009558190715150173,5,"doc6.txt, doc5.txt, doc2.txt","Fortunately, the success of Cooperative Threat Reduction - especially in securing nuclear weapons - serves as a model of how we can do this. 
        
        In a way that balances the needs of science and security, more needs to be done to bring these materials - as well as other sources that can be used to construct improvised nuclear weapons and radiological devices -- under control and dramatically reduce the proliferation threat they pose. 
        
        And on a trip to the former Soviet Union, I have seen the biological and nuclear weapons terrorists could easily steal while the world looks the other way. 
        
        But I will also renew the tough, direct diplomacy that can prevent Iran from obtaining nuclear weapons and curb Russian aggression."
5889,number,0.0009113094669968215,4,"doc5.txt, doc4.txt, doc3.txt, doc2.txt","The second part of our strategy should be to couple this phased redeployment with a more effective plan that puts the Iraqi security forces in the lead, intensifies and focuses our efforts to train those forces, and expands the numbers of our personnel ? 
        
        We can teach the soldiers to fight and police to patrol, but if the Iraqi government will not properly feed, adequately pay, or provide them with the equipment they need, they will continue to desert in large numbers, or maintain fealty only to their religious group rather than the national government. 
        
        I believe there a number of factors at work. 
        
        That if you say the words ""plan for victory"" and point to the number of schools painted and roads paved and cell phones used in Iraq, no one will notice the nearly 2,500 flag-draped coffins that have arrived at Dover Air Force base."
5890,number billionaires,0.00015846355932028927,1,,
5891,number factors,0.0004627072511956186,1,,
5892,number schools,0.00016269258251993215,1,,
5893,number unwanted,0.00026138618051642663,1,,
5894,numbers,0.00033188893143658635,2,doc5.txt,"The second part of our strategy should be to couple this phased redeployment with a more effective plan that puts the Iraqi security forces in the lead, intensifies and focuses our efforts to train those forces, and expands the numbers of our personnel ? 
        
        We can teach the soldiers to fight and police to patrol, but if the Iraqi government will not properly feed, adequately pay, or provide them with the equipment they need, they will continue to desert in large numbers, or maintain fealty only to their religious group rather than the national government."
5895,numbers maintain,0.00016864123132877309,1,,
5896,numbers personnel,0.00018319827609918491,1,,
5897,numerous,0.0001440339979990923,1,doc4.txt,"As well as numerous Kenyan men and women who have refused to pay bribes to get civil servants to perform their duties; the auditors and inspectors general who have done the job before them accurately and fairly, regardless of where the facts have led; the journalists who asked questions and pushed for answers when it may have been more lucrative to look the other way, or whip up a convenient fiction."
5898,numerous kenyan,0.0001440339979990923,1,doc4.txt,"As well as numerous Kenyan men and women who have refused to pay bribes to get civil servants to perform their duties; the auditors and inspectors general who have done the job before them accurately and fairly, regardless of where the facts have led; the journalists who asked questions and pushed for answers when it may have been more lucrative to look the other way, or whip up a convenient fiction."
5899,nunn,0.0012604683383962713,7,doc6.txt,"Of course, Dick has been there and he has done that, and thanks to the Cooperative Threat Reduction Programs he co-founded with Senator Sam Nunn, we've made amazing progress in finding, securing, and guarding some of the deadliest weapons that were left scattered throughout the former Soviet Union after the Cold War. 
        
        First, the Nunn-Lugar program should be more engaged in containing proliferation threats from Soviet-supplied, civilian research reactors throughout Russia and the Independent States. 
        
        In the years ahead, this should become an increasing priority for the Nunn-Lugar program, the Congress, and the Russians, who are already taking important steps to help implement these programs. 
        
        For years, Nunn-Lugar programs have been effectively upgrading security at sites in six countries across the former Soviet Union."
5900,nunn lugar,0.0011501932746693926,6,,
5901,nunn ve,0.00016909982702162306,1,,
5902,nurses,0.00020851308583658335,1,doc2.txt,"Because for two hundred and thirty two years, at each moment when that promise was in jeopardy, ordinary men and women - students and soldiers, farmers and teachers, nurses and janitors -- found the courage to keep it alive."
5903,nurses janitors,0.00020851308583658335,1,,
5904,obama,0.0006048315097084121,2,"doc3.txt, doc2.txt","And everywhere I went I'd get two questions:
First, they'd ask, ""Where'd you get that funny name, Barack Obama?"" 
        
        To the love of my life, our next First Lady, Michelle Obama, and to Sasha and Malia - I love you so much, and I'm so proud of all of you."
5905,obama sasha,0.00026307748038888103,1,,
5906,obey,0.00017864893957871594,1,doc4.txt,"And on a more personal level, because he never fully reconciled the traditions of his village with more modern conceptions of family - because he related to women as his father had, expecting them to obey him no matter what he did - his family life was unstable, and his children never knew him well."
5907,obey matter,0.00017864893957871594,1,,
5908,objectives,0.0008491515974470897,3,doc5.txt,"It may be politically advantageous for the President to simply define victory as staying and defeat as leaving, but it prevents a serious conversation about the realistic objectives we can still achieve in Iraq. 
        
        We must instead turn our focus to those concrete objectives that are possible to attain ? 
        
        There is no reason to believe that more of the same will achieve these objectives in Iraq."
5909,objectives achieve,0.00020955194324675003,1,,
5910,objectives iraq,0.0004138871615219507,1,,
5911,objectives possible,0.000316860937701002,1,,
5912,obligation,0.0009387661826751418,4,"doc4.txt, doc3.txt, doc2.txt","As a Senator from the United States, I believe that my country, and other nations, have an obligation and self-interest in being full partners with Kenya and with Africa. 
        
        That even though we may get involved out of civic obligation every few years, we don't always have confidence that government can make a difference in our lives. 
        
        It's a promise that says each of us has the freedom to make of our own lives what we will, but that we also have the obligation to treat each other with dignity and respect. 
        
        Now is the time to finally meet our moral obligation to provide every child a world-class education, because it will take nothing less to compete in the global economy."
5913,obligation provide,0.0002443834278092779,1,,
5914,obligation self,0.0002699585256158343,1,,
5915,obligation treat,0.00028698571140918603,1,,
5916,obligation years,0.0002754140871636577,1,,
5917,obstacles,0.00020202470205810274,1,doc1.txt,"This campaign has to be about reclaiming the meaning of citizenship, restoring our sense of common purpose, and realizing that few obstacles can withstand the power of millions of voices calling for change."
5918,obstacles withstand,0.00020202470205810274,1,,
5919,obtain,0.00031241823649777385,1,"doc6.txt, doc5.txt, doc4.txt, doc2.txt","And we need to work together to obtain a bilateral agreement on biological threat reduction. 
        
        and most importantly, the prevention of these terrorist organizations from obtaining weapons of mass destruction -- will require the cooperation of many nations. 
        
        In many ways, he embodied the new Africa of the early Sixties, a man who had obtained the knowledge of the Western world, and sought to bring it back home, where he hoped he could help create a new nation. 
        
        But I will also renew the tough, direct diplomacy that can prevent Iran from obtaining nuclear weapons and curb Russian aggression."
5920,obtain bilateral,0.00031241823649777385,1,,
5921,obtained,0.00018879443120135486,1,doc4.txt,"In many ways, he embodied the new Africa of the early Sixties, a man who had obtained the knowledge of the Western world, and sought to bring it back home, where he hoped he could help create a new nation."
5922,obtained knowledge,0.00018879443120135486,1,,
5923,obtaining,0.00046979808821211047,2,"doc5.txt, doc2.txt","and most importantly, the prevention of these terrorist organizations from obtaining weapons of mass destruction -- will require the cooperation of many nations. 
        
        But I will also renew the tough, direct diplomacy that can prevent Iran from obtaining nuclear weapons and curb Russian aggression."
5924,obtaining nuclear,0.00023990585108734695,1,doc2.txt,"But I will also renew the tough, direct diplomacy that can prevent Iran from obtaining nuclear weapons and curb Russian aggression."
5925,obtaining weapons,0.0002581328368305349,1,doc5.txt,"and most importantly, the prevention of these terrorist organizations from obtaining weapons of mass destruction -- will require the cooperation of many nations."
5926,obvious,0.00038549063875641435,2,"doc5.txt, doc4.txt","The National Intelligence Estimate, which details how we’re creating more terrorists in Iraq than we’re defeating, is the most obvious example of how the war is hurting our efforts in the larger battle against terrorism. 
        
        It is painfully obvious that corruption stifles development - it siphons off scarce resources that could improve infrastructure, bolster education systems, and strengthen public health."
5927,obvious corruption,0.00020290406530833487,1,,
5928,obvious example,0.00020575926634019458,1,doc5.txt,"The National Intelligence Estimate, which details how we’re creating more terrorists in Iraq than we’re defeating, is the most obvious example of how the war is hurting our efforts in the larger battle against terrorism."
5929,occasion,0.00037824544866833776,1,"doc1.txt, doc2.txt","This campaign must be the occasion, the vehicle, of your hopes, and your dreams. 
        
        And next week, we'll also hear about those occasions when he's broken with his party as evidence that he can deliver the change that we need."
5930,occasion vehicle,0.00037824544866833776,1,,
5931,occasions,0.00027114698535451624,1,doc2.txt,"And next week, we'll also hear about those occasions when he's broken with his party as evidence that he can deliver the change that we need."
5932,occasions broken,0.00027114698535451624,1,,
5933,occupation,0.00013426656396618787,1,doc5.txt,"I said then and believe now that Saddam Hussein was a ruthless dictator who craved weapons of mass destruction but posed no imminent threat to the United States; that a war in Iraq would harm, not help, our efforts to defeat al Qaeda and finish the job in Afghanistan; and that an invasion would require an occupation of undetermined length, at undetermined cost, with undetermined consequences."
5934,occupation undetermined,0.00013426656396618787,1,,
5935,occupying,0.00027952655998759866,1,doc2.txt,You don't defeat a terrorist network that operates in eighty countries by occupying Iraq.
5936,occupying iraq,0.00027952655998759866,1,doc2.txt,You don't defeat a terrorist network that operates in eighty countries by occupying Iraq.
5937,oceans,0.0004463737290730402,2,"doc3.txt, doc2.txt","Never again can we expect the oceans that surround America to keep us safe from attacks on our own soil. 
        
        It's a promise I make to my daughters when I tuck them in at night, and a promise that you make to yours - a promise that has led immigrants to cross oceans and pioneers to travel west; a promise that led workers to picket lines, and women to reach for the ballot."
5938,oceans pioneers,0.00015307829431385108,1,,
5939,oceans surround,0.0003201279445505714,1,,
5940,odds,0.000566569598451011,3,"doc4.txt, doc1.txt","His ideas about how Kenya should progress often put him at odds with the politics of tribe and patronage, and because he spoke his mind, sometimes to a fault, he ended up being fired from his job and prevented from finding work in the country for many, many years. 
        
        The history of Africa is a history of ancient kingdoms and great traditions; the story of people fighting to be free from colonial rule; the heroism of not only of great men like Nkrumah and Kenyatta and Mandela, but also ordinary people who endured great hardship, from Ghana to South Africa, to secure self-determination in the face of great odds. 
        
        For that is our unyielding faith - that in the face of impossible odds, people who love their country can change it."
5941,odds people,0.0002957973606761847,1,,
5942,odds politics,0.00019887820285806803,1,,
5943,odhiombo,0.0002069470574322143,1,doc4.txt,"But there are so many others, some of whom I'm meeting during my visit here - Betty Murungi, Ken Njau, Jane Onyango, Maina Kiai, Milly Odhiombo, and Hussein Khalid."
5944,odhiombo hussein,0.0002069470574322143,1,,
5945,offensive,0.00019660757684641326,1,doc5.txt,"The President’s decision to go to war in Iraq has had disastrous consequences for Afghanistan -- we have seen a fierce Taliban offensive, a spike in terrorist attacks, and a narcotrafficking problem spiral out of control."
5946,offensive spike,0.00019660757684641326,1,,
5947,offer,0.00035285453918986007,2,"doc5.txt, doc1.txt, doc3.txt, doc2.txt","The redeployment could be temporarily suspended if the parties in Iraq reach an effective political arrangement that stabilizes the situation and they offer us a clear and compelling rationale for maintaining certain troop levels. 
        
        But a group of churches had offered me a job as a community organizer for $13,000 a year. 
        
        All of us running for president will travel around the country offering ten-point plans and making grand speeches; all of us will trumpet those qualities we believe make us uniquely qualified to lead the country. 
        
        At one point, Kozol tells about his trip to Fremont High School in Los Angeles, where he met a girl who tells him that she'd taken hairdressing twice, because there were actually two different levels offered by the high school."
5948,offer clear,0.00018718526630043334,1,,
5949,offer health,0.0001868801378240797,1,,
5950,offered,0.0004254465169384866,2,"doc1.txt, doc3.txt","But a group of churches had offered me a job as a community organizer for $13,000 a year. 
        
        At one point, Kozol tells about his trip to Fremont High School in Los Angeles, where he met a girl who tells him that she'd taken hairdressing twice, because there were actually two different levels offered by the high school."
5951,offered high,0.00017230525558764462,1,,
5952,offered job,0.0002787157902443054,1,,
5953,offering,0.00020142211699012083,1,doc1.txt,All of us running for president will travel around the country offering ten-point plans and making grand speeches; all of us will trumpet those qualities we believe make us uniquely qualified to lead the country.
5954,offering point,0.00020142211699012083,1,,
5955,office,0.0013253541709359255,5,"doc6.txt, doc4.txt, doc1.txt, doc2.txt","Five postal employees were killed and the Senate office buildings were closed for months. 
        
        In just the last year, our own U.S. Congress has seen a representative resign after taking bribes, and several others fall under investigation for using their public office for private gain. 
        
        Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive. 
        
        Not just to hold an office, but to gather with you to transform a nation."
5956,office buildings,0.0002866460334163679,1,doc6.txt,Five postal employees were killed and the Senate office buildings were closed for months.
5957,office gather,0.0003555913729199609,1,,
5958,office private,0.00021832025547374132,1,,
5959,officers,0.0001410588658680884,1,doc4.txt,"Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive."
5960,officers paid,0.0001410588658680884,1,,
5961,official,0.00018267942365599192,1,"doc6.txt, doc5.txt, doc4.txt","Outstanding career officials who run the Nunn-Lugar program -- people like Col. Jim Reid and Andy Weber who are here this morning -- will be there every step of the way to ensure that U.S. interests are protected. 
        
        It's important for senior officials to go and visit these sites, to check their progress and shortcomings; to see what's working and what's not. 
        
        A year in which well-respected Republicans like John Warner, former Administration officials like Colin Powell, generals who have served in Iraq, and intelligence experts have all said that what we are doing is not working. 
        
        Some of the worst actors on the international stage can also take advantage of the collective exhaustion and outrage that people feel with official corruption, as we've seen with Islamic extremists who promise purification, but deliver totalitarianism."
5962,official corruption,0.00018267942365599192,1,doc4.txt,"Some of the worst actors on the international stage can also take advantage of the collective exhaustion and outrage that people feel with official corruption, as we've seen with Islamic extremists who promise purification, but deliver totalitarianism."
5963,officials,0.0008735124492031053,5,"doc6.txt, doc5.txt, doc4.txt","Outstanding career officials who run the Nunn-Lugar program -- people like Col. Jim Reid and Andy Weber who are here this morning -- will be there every step of the way to ensure that U.S. interests are protected. 
        
        It's important for senior officials to go and visit these sites, to check their progress and shortcomings; to see what's working and what's not. 
        
        A year in which well-respected Republicans like John Warner, former Administration officials like Colin Powell, generals who have served in Iraq, and intelligence experts have all said that what we are doing is not working. 
        
        This coalition succeeded by promising change, and their early gestures - the dismissal of the shaky judges, the renewed vigor of the investigation into the Goldenberg scandal, the calls for real disclosure of elected officials' personal wealth - were all promising."
5964,officials like,0.0001897701601719083,1,doc5.txt,"A year in which well-respected Republicans like John Warner, former Administration officials like Colin Powell, generals who have served in Iraq, and intelligence experts have all said that what we are doing is not working."
5965,officials personal,0.00016830792970640867,1,,
5966,officials run,0.00018360952460484445,1,,
5967,officials visit,0.00027848407366479487,1,,
